ciclo,periodo,tipo_recurso_clase,desc_tipo_recurso_clase,rubro,desc_rubro,desc_tipo,desc_clase,desc_concepto,desc_concepto_esp,monto_estimado,monto_m
2019,Anual,1,Ingresos locales,6,Aprovechamientos,Aprovechamientos,Indemnizaciones,"Sanciones, Responsabilidades e Indemnizaciones",,21625579,22
2019,Anual,1,Ingresos locales,6,Aprovechamientos,Aprovechamientos,Aprovechamientos provenientes de obras pÃºblicas,Sobre Tierras y Construcciones del Dominio PÃºblico,,490985420,491
2019,Anual,1,Ingresos locales,6,Aprovechamientos,Aprovechamientos,Otros Aprovechamientos,Venta de Bases para Licitaciones PÃºblicas,,15345294,15
2019,Anual,1,Ingresos locales,6,Aprovechamientos,Aprovechamientos,Accesorios de los Aprovechamientos,,,46512657,47
2019,Anual,3,Ingresos del Sector Paraestatal,7,"Ingresos por Venta de Bienes, PrestaciÃ³n de Servicios y Otros Ingresos",Ingresos por Venta de Bienes y PrestaciÃ³n de Servicios de Instituciones PÃºblicas de Seguridad Social,,,,1174088245,1174
2019,Anual,3,Ingresos del Sector Paraestatal,7,"Ingresos por Venta de Bienes, PrestaciÃ³n de Servicios y Otros Ingresos",Ingresos por Venta de Bienes y PrestaciÃ³n de Servicios de Entidades Paraestatales y Fideicomisos No Empresariales y No Financieros,,,,10517544461,10518
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la ColaboraciÃ³n Fiscal y Fondos Distintos de Aportaciones",Participaciones,Fondo de Fomento Municipal,,,4103362471,4103
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la ColaboraciÃ³n Fiscal y Fondos Distintos de Aportaciones",Participaciones,Fondo de FiscalizaciÃ³n y RecaudaciÃ³n,,,3862542583,3863
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la ColaboraciÃ³n Fiscal y Fondos Distintos de Aportaciones",Participaciones,Por ingresos derivados del entero de impuestos,,,10074211845,10074
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la ColaboraciÃ³n Fiscal y Fondos Distintos de Aportaciones",Aportaciones,Fondo de Aportaciones MÃºltiples,,,583798165,584
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la ColaboraciÃ³n Fiscal y Fondos Distintos de Aportaciones",Aportaciones,Fondo de Aportaciones para la Infraestructura Social,,,1164772472,1165
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la ColaboraciÃ³n Fiscal y Fondos Distintos de Aportaciones",Convenios,Convenios con la FederaciÃ³n,,,5713000000,5713
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la ColaboraciÃ³n Fiscal y Fondos Distintos de Aportaciones",Incentivos derivados de la colaboraciÃ³n fiscal,Impuesto sobre AutomÃ³viles Nuevos,,,2294643560,2295
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la ColaboraciÃ³n Fiscal y Fondos Distintos de Aportaciones",Incentivos derivados de la colaboraciÃ³n fiscal,Por Incentivos de FiscalizaciÃ³n y GestiÃ³n de Cobro,Por Gastos de EjecuciÃ³n,,2670982,3
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la ColaboraciÃ³n Fiscal y Fondos Distintos de Aportaciones",Incentivos derivados de la colaboraciÃ³n fiscal,Por la ParticipaciÃ³n de la RecaudaciÃ³n de Impuestos Federales,Por el Impuesto sobre la Renta por EnajenaciÃ³n de Bienes Inmuebles y Construcciones,,909152064,909
2019,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la ColaboraciÃ³n Fiscal y Fondos Distintos de Aportaciones",Incentivos derivados de la colaboraciÃ³n fiscal,Por la ParticipaciÃ³n de la RecaudaciÃ³n de Impuestos Federales,RÃ©gimen de IncorporaciÃ³n Fiscal,,660026884,660
